,filename,cropped_file_name,is_animal_there,color,tail,top3_breed,is_the_owner_there,address,cam_id,date
46,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
47,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
48,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
49,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
50,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
51,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
52,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
53,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
54,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
55,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
56,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
57,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
58,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
59,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
60,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
61,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
62,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
63,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
64,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
65,С76.jpg,test65.jpg,1,0,2,"Great_Pyrenees,pug,Siberian_husky",False,,,
66,С76.jpg,test65.jpg,1,0,2,"Great_Pyrenees,pug,Siberian_husky",False,,,
